,director_name,imdb_score,movie_title
3568,Sterling Van Wagenen,6.6,The Work and the Glory II: American Zion?
1159,Paul Feig,6.6,The Heat?
476,Jonathan Demme,6.6,The Manchurian Candidate?
2805,Tony Goldwyn,6.6,A Walk on the Moon?
1243,Peter Hedges,6.6,The Odd Life of Timothy Green?
461,D.J. Caruso,6.6,Eagle Eye?
4995,Chad Hartigan,6.6,This Is Martin Bonner?
2621,Jeff Tremaine,6.6,Bad Grandpa?
1240,David Koepp,6.6,Secret Window?
2782,Mike Nawrocki,6.6,Jonah: A VeggieTales Movie?
2775,,6.6,Ghost Hunters?            
4036,Mark L. Lester,6.6,Class of 1984?
2975,Nicholas Jarecki,6.6,Arbitrage?
346,Mark Waters,6.6,The Spiderwick Chronicles?
4201,Tim Boxell,6.6,Valley of the Heart's Delight?
4191,?ric Tessier,6.6,Sur le seuil?
3184,Mike Binder,6.6,Black or White?
3182,David Schwimmer,6.6,"Run, Fatboy, Run?"
1432,Patrick Tatopoulos,6.6,Underworld: Rise of the Lycans?
1013,Jaume Collet-Serra,6.6,Run All Night?
151,Michael Bay,6.6,Armageddon?
4092,Nicole Holofcener,6.6,Please Give?
673,Glenn Ficarra,6.6,Focus?
761,David O. Russell,6.6,Joy?
2255,Jodie Foster,6.6,Home for the Holidays?
63,David Yates,6.6,The Legend of Tarzan?
3279,Floria Sigismondi,6.6,The Runaways?
816,,6.6,"Sabrina, the Teenage Witch?            "
5,Andrew Stanton,6.6,John Carter?
166,Richard Donner,6.6,Lethal Weapon 4?
2266,George Stevens,6.6,The Greatest Story Ever Told?
662,Todd Phillips,6.6,Due Date?
2370,,6.6,"Gone, Baby, Gone?            "
3141,John Madden,6.6,The Second Best Exotic Marigold Hotel?
1426,Will Gluck,6.6,Friends with Benefits?
3191,Peter Medak,6.6,Romeo Is Bleeding?
1465,Danny DeVito,6.6,Hoffa?
742,Steven Soderbergh,6.6,Contagion?
797,Tony Bill,6.6,Flyboys?
3227,Christopher Smith,6.6,Severance?
1040,Joe Wright,6.6,Anna Karenina?
3221,Jon Stewart,6.6,Rosewater?
3737,Joel Zwick,6.6,My Big Fat Greek Wedding?
2405,David Bowers,6.6,Diary of a Wimpy Kid: Rodrick Rules?
3220,Claude Chabrol,6.6,The Swindle?
726,Eric Darnell,6.6,Antz?
4984,Edward Burns,6.6,The Brothers McMullen?
137,David Yates,6.6,The Legend of Tarzan?
2141,Jeff Wadlow,6.6,Never Back Down?
3734,Michael Curtiz,6.6,The Egyptian?
2153,Chris Columbus,6.6,Home Alone 2: Lost in New York?
1640,Ridley Scott,6.6,Black Rain?
1399,Jay Roach,6.6,Austin Powers: The Spy Who Shagged Me?
4214,Mike Judge,6.6,Idiocracy?
4103,George Gallo,6.6,DysFunktional Family?
702,Jonathan Mostow,6.6,U-571?
698,Lawrence Kasdan,6.6,Wyatt Earp?
3402,David Dobkin,6.6,Clay Pigeons?
2396,Leonard Nimoy,6.6,Star Trek III: The Search for Spock?
4074,Michael Schultz,6.6,Krush Groove?
1458,Hugh Wilson,6.6,Blast from the Past?
4332,Brad Copeland,6.6,Coffee Town?
4051,Spike Lee,6.6,The Original Kings of Comedy?
4971,Dennis Iliadis,6.6,The Last House on the Left?
103,Francis Lawrence,6.6,The Hunger Games: Mockingjay - Part 2?
781,Martin Campbell,6.6,Edge of Darkness?
1453,Clint Eastwood,6.6,J. Edgar?
190,Michael Bay,6.6,Bad Boys II?
91,Robert Zemeckis,6.6,The Polar Express?
1358,Ridley Scott,6.6,White Squall?
3087,Dean Wright,6.6,For Greater Glory: The True Story of Cristiada?
109,Alan Taylor,6.6,Terminator Genisys?
1610,Barbra Streisand,6.6,The Prince of Tides?
2270,Jon Amiel,6.6,The Man Who Knew Too Little?
2094,Mikael H?fstr?m,6.6,Derailed?
3421,Thomas Vinterberg,6.6,Dear Wendy?
3311,Chatrichalerm Yukol,6.6,The Legend of Suriyothai?
4312,Laurie Collyer,6.6,Sherrybaby?
4946,Andrew Berends,6.6,The Blood of My Brother?
3316,Peter Cattaneo,6.6,Opal Dream?
4163,Rohit Jugraj,6.6,Sardaar Ji?
4883,Joel Paul Reisig,6.6,Horse Camp?
4366,Morgan Spurlock,6.6,The Greatest Movie Ever Sold?
1462,Clint Eastwood,6.6,Midnight in the Garden of Good and Evil?
4311,Hunter Richards,6.6,London?
839,Mike Gabriel,6.6,Pocahontas?
842,Andy Tennant,6.6,Hitch?
3755,Frank Borzage,6.6,A Farewell to Arms?
1343,David Carson,6.6,Star Trek: Generations?
2103,Spike Lee,6.6,Summer of Sam?
4667,Rod Lurie,6.5,Deterrence?
1253,Marc Lawrence,6.5,Music and Lyrics?
1848,Michael Bay,6.5,Pain & Gain?
4218,George Sidney,6.5,Bathing Beauty?
1849,Paul Weitz,6.5,In Good Company?
2816,Kenneth Lonergan,6.5,Margaret?
3322,Emily Young,6.5,Veronika Decides to Die?
1929,Guillaume Canet,6.5,Blood Ties?
735,Robert Redford,6.5,The Horse Whisperer?
2810,James Fargo,6.5,Caravans?
483,Dominic Sena,6.5,Swordfish?
3323,Peter Faiman,6.5,Crocodile Dundee?
3573,Ian Sharp,6.5,Tracker?
738,Jay Russell,6.5,Ladder 49?
2789,David Twohy,6.5,A Perfect Getaway?
1242,Iain Softley,6.5,The Skeleton Key?
1864,Tarsem Singh,6.5,Self/less?
1909,Baltasar Korm¨¢kur,6.5,Contraband?
1051,Francis Ford Coppola,6.5,The Cotton Club?
3288,James DeMonaco,6.5,The Purge: Anarchy?
2731,Michael Haneke,6.5,Funny Games?
3286,Tom Holland,6.5,Child's Play?
2720,Peter Kassovitz,6.5,Jakob the Liar?
4147,Susan Seidelman,6.5,Boynton Beach Club?
1475,David Koepp,6.5,Premium Rush?
3927,John Dahl,6.5,You Kill Me?
3610,Jean-Jacques Mantello,6.5,Dolphins and Whales 3D: Tribes of the Ocean?
1896,Scott Hicks,6.5,The Lucky One?
3328,Joby Harold,6.5,Awake?
5007,Ben Wheatley,6.5,Down Terrace?
1477,Shekhar Kapur,6.5,The Four Feathers?
3339,Ari Sandel,6.5,The DUFF?
3345,Herbert Ross,6.5,Footloose?
3301,Hart Bochner,6.5,PCU?
397,George Miller,6.5,Happy Feet?
4128,Tim Burton,6.5,Alice in Wonderland?
1920,Phillip Noyce,6.5,The Giver?
4649,Ric Roman Waugh,6.5,Snitch?
437,Sylvester Stallone,6.5,The Expendables?
440,Todd Phillips,6.5,The Hangover Part II?
3257,William Phillips,6.5,Gunless?
751,Steven Zaillian,6.5,A Civil Action?
2310,David Cronenberg,6.5,A Dangerous Method?
450,Peter Segal,6.5,Get Smart?
4616,Lori Petty,6.5,The Poker House?
619,Gary McKendry,6.5,Killer Elite?
1844,Wes Craven,6.5,Red Eye?
3480,Michael Winterbottom,6.5,The Claim?
1307,Malcolm D. Lee,6.5,Soul Men?
873,Jon Turteltaub,6.5,Instinct?
1301,Ken Kwapis,6.5,Big Miracle?
3127,Harry Elfont,6.5,Can't Hardly Wait?
1715,Niels Arden Oplev,6.5,Dead Man Down?
3410,David Jacobson,6.5,Down in the Valley?
659,Nora Ephron,6.5,You've Got Mail?
4084,Don Coscarelli,6.5,Phantasm II?
2228,Michael Spierig,6.5,Daybreakers?
4295,Luc Besson,6.5,Subway?
3144,Spike Lee,6.5,Mo' Better Blues?
2949,Chris Rock,6.5,Top Five?
4457,Leslie H. Martinson,6.5,Batman: The Movie?
549,James L. Brooks,6.5,Spanglish?
4290,Kelly Reichardt,6.5,Meek's Cutoff?
4008,Robert Cary,6.5,Ira & Abby?
3123,Rowdy Herrington,6.5,Road House?
3233,Michael Radford,6.5,Elsa & Fred?
3122,Joe Dante,6.5,Twilight Zone: The Movie?
1639,Gary Winick,6.5,Letters to Juliet?
1344,Kar-Wai Wong,6.5,The Grandmaster?
1340,Robert Luketic,6.5,The Ugly Truth?
3081,Jon Kasdan,6.5,In the Land of Women?
3432,David Webb Peoples,6.5,The Blood of Heroes?
599,Antoine Fuqua,6.5,Olympus Has Fallen?
4027,Clark Gregg,6.5,Choke?
579,M. Night Shyamalan,6.5,The Village?
1591,Tom Vaughan,6.5,Extraordinary Measures?
4419,Roger Avary,6.5,Killing Zoe?
3109,Chuck Sheetz,6.5,Recess: School's Out?
4423,Brad Anderson,6.5,Session 9?
649,Scott Waugh,6.5,Need for Speed?
4428,Pete Jones,6.5,Stolen Summer?
1363,Gil Kenan,6.5,City of Ember?
4464,Rich Cowan,6.5,The Basket?
1734,Elizabeth Banks,6.5,Pitch Perfect 2?
542,Bill Condon,6.5,Dreamgirls?
14,Gore Verbinski,6.5,The Lone Ranger?
1529,Scott Speer,6.5,Step Up Revolution?
691,Frank Miller,6.5,Sin City: A Dame to Kill For?
3198,Spike Lee,6.5,Bamboozled?
3530,Peter Sollett,6.5,Freeheld?
921,Pierre Morel,6.5,From Paris with Love?
2862,John Stockwell,6.5,Crazy/Beautiful?
923,Bobby Farrelly,6.5,"Me, Myself & Irene?"
3211,Derrick Borte,6.5,The Joneses?
33,Tim Burton,6.5,Alice in Wonderland?
1270,Roger Michell,6.5,Morning Glory?
3551,Gabriele Muccino,6.5,"Remember Me, My Love?"
3950,Jim Mickle,6.5,Stake Land?
1836,Scott Frank,6.5,A Walk Among the Tombstones?
1257,Joel Schumacher,6.5,8MM?
3366,Rick Famuyiwa,6.5,Brown Sugar?
2887,Michael Winterbottom,6.5,The Claim?
4497,Walter Lang,6.5,The Blue Bird?
1532,Jonathan Hensleigh,6.5,The Punisher?
1761,Shinji Aramaki,6.5,Harlock: Space Pirate?
2928,Anne Fletcher,6.5,Step Up?
2927,Mike McCoy,6.5,Act of Valor?
3162,Michael Patrick Jann,6.5,Drop Dead Gorgeous?
3390,Matty Rich,6.5,The Inkwell?
4283,John Cameron Mitchell,6.5,Shortbus?
3508,Mitch Davis,6.5,The Other Side of Heaven?
3384,Miguel Arteta,6.5,The Good Girl?
511,Cody Cameron,6.5,Cloudy with a Chance of Meatballs 2?
523,Steven Spielberg,6.5,The Lost World: Jurassic Park?
809,Martin Campbell,6.5,Beyond Borders?
1534,Boaz Yakin,6.5,Safe?
3188,Jay Duplass,6.5,"Jeff, Who Lives at Home?"
3518,Tim Chambers,6.5,The Mighty Macs?
1791,Robert B. Weide,6.5,How to Lose Friends & Alienate People?
2216,John McNaughton,6.5,Wild Things?
1079,Alan J. Pakula,6.5,The Pelican Brief?
4886,Ward Roberts,6.5,Little Big Top?
2128,Peter Segal,6.5,My Fellow Americans?
189,Steven Spielberg,6.5,War of the Worlds?
4737,Greg Harrison,6.5,Groove?
252,Roger Spottiswoode,6.5,Tomorrow Never Dies?
255,Doug Liman,6.5,Mr. & Mrs. Smith?
2532,Steven Shainberg,6.5,Fur: An Imaginary Portrait of Diane Arbus?
2338,Stephen Chow,6.5,CJ7?
977,Howard Deutch,6.5,The Replacements?
1091,Roger Michell,6.5,Changing Lanes?
2377,Sean Anders,6.5,Sex Drive?
4913,Marianna Palka,6.5,Good Dick?
2109,Gary Fleder,6.5,Homefront?
4723,Alex Kendrick,6.5,Fireproof?
2046,George Tillman Jr.,6.5,Faster?
3861,Barry Skolnick,6.5,Mean Machine?
3656,Charles Matthau,6.5,Freaky Deaky?
1161,Frank Coraci,6.5,Here Comes the Boom?
240,George Lucas,6.5,Star Wars: Episode I - The Phantom Menace?
1108,Oliver Stone,6.5,Savages?
1109,David R. Ellis,6.5,Cellular?
2543,Todd Phillips,6.5,Road Trip?
1163,Barbra Streisand,6.5,The Mirror Has Two Faces?
2317,Paul Gross,6.5,Passchendaele?
4741,Morgan J. Freeman,6.5,Hurricane Streets?
2632,Ric Roman Waugh,6.5,Snitch?
180,David Soren,6.5,Turbo?
1131,Barry Sonnenfeld,6.5,Big Trouble?
2095,Steven Soderbergh,6.5,The Informant!?
993,Sam Raimi,6.5,For Love of the Game?
997,Clint Eastwood,6.5,Hereafter?
2025,Herbert Ross,6.5,Footloose?
4898,Lowell Sherman,6.5,She Done Him Wrong?
4923,Spike Lee,6.5,She's Gotta Have It?
1981,Kimberly Peirce,6.5,Stop-Loss?
3717,Mike Flanagan,6.5,Oculus?
4925,Nicolae Constantin Tanase,6.5,The World Is Mine?
2515,Fede Alvarez,6.5,Evil Dead?
1164,Mark Pellington,6.5,The Mothman Prophecies?
1005,Tom Tykwer,6.5,The International?
2372,Breck Eisner,6.5,The Crazies?
4698,Christopher Scott Cherot,6.5,Hav Plenty?
2437,Miguel Arteta,6.5,Youth in Revolt?
1104,Frank Coraci,6.5,Blended?
4901,Ava DuVernay,6.5,Middle of Nowhere?
4709,John Landis,6.5,The Kentucky Fried Movie?
2596,William Bindley,6.5,Madison?
3883,Timur Bekmambetov,6.5,Night Watch?
3858,Todd Solondz,6.5,Life During Wartime?
4697,Jennifer Wynne Farmer,6.5,Naturally Native?
2599,James Gunn,6.5,Slither?
198,Eric Leighton,6.5,Dinosaur?
282,Dominic Sena,6.5,Gone in Sixty Seconds?
3822,Nick Murphy,6.5,The Awakening?
2014,Teddy Chan,6.5,Kung Fu Killer?
1152,Burr Steers,6.5,Charlie St. Cloud?
4757,Sol Tryon,6.5,The Living Wake?
987,Carl Franklin,6.5,Out of Time?
68,Rob Letterman,6.5,Monsters vs. Aliens?
2489,Luke Greenfield,6.5,Let's Be Cops?
4856,Maria Maggenti,6.5,The Incredibly True Adventure of Two Girls in Love?
2000,Atom Egoyan,6.5,Where the Truth Lies?
2479,Cory Edwards,6.5,Hoodwinked!?
1003,John McTiernan,6.5,Basic?
88,Brad Bird,6.5,Tomorrowland?
3552,Ian Fitzgibbon,6.4,Perrier's Bounty?
1132,Mike Newell,6.4,Love in the Time of Cholera?
829,Rob Cohen,6.4,DragonHeart?
2098,Ken Scott,6.4,Delivery Man?
815,Rob Letterman,6.4,Goosebumps?
3515,George Hickenlooper,6.4,Factory Girl?
4319,John Simpson,6.4,Freeze Frame?
992,James McTeigue,6.4,Ninja Assassin?
1554,Joel Schumacher,6.4,The Number 23?
2457,Woody Allen,6.4,Anything Else?
2899,Benedek Fliegauf,6.4,Womb?
3726,Jesse Peretz,6.4,Our Idiot Brother?
3548,Damian Nieman,6.4,Shade?
1560,Sam Raimi,6.4,The Quick and the Dead?
3411,Michael Corrente,6.4,Brooklyn Rules?
664,Clint Eastwood,6.4,Space Cowboys?
1385,Steve Pink,6.4,Hot Tub Time Machine?
918,David Dobkin,6.4,The Change-Up?
1105,Wayne Wang,6.4,Last Holiday?
170,Hironobu Sakaguchi,6.4,Final Fantasy: The Spirits Within?
2867,Bob Saget,6.4,Dirty Work?
4293,Jill Sprecher,6.4,Clockwatchers?
1141,George P. Cosmatos,6.4,Rambo: First Blood Part II?
1046,Daniel Espinosa,6.4,Child 44?
1586,Dennis Dugan,6.4,Big Daddy?
1004,Clint Eastwood,6.4,Blood Work?
2100,Susanna White,6.4,Our Kind of Traitor?
172,Michael Apted,6.4,The World Is Not Enough?
650,Nancy Meyers,6.4,What Women Want?
2107,Ethan Coen,6.4,"Hail, Caesar!?"
1283,Olivier Megaton,6.4,Colombiana?
2102,David Bowers,6.4,Diary of a Wimpy Kid: Dog Days?
254,Steven Soderbergh,6.4,Ocean's Twelve?
4778,Sam Raimi,6.4,Oz the Great and Powerful?
250,Shawn Levy,6.4,Night at the Museum?
665,Renny Harlin,6.4,Cliffhanger?
1753,Robert Rodriguez,6.4,Once Upon a Time in Mexico?
2554,John Singleton,6.4,Baby Boy?
2910,Brian Koppelman,6.4,Solitary Man?
1121,Susan Stroman,6.4,The Producers?
563,Kyle Balda,6.4,Minions?
3777,Dan Rush,6.4,Everything Must Go?
3860,Ren¨¦ F¨¦ret,6.4,Mozart's Sister?
1703,Jee-woon Kim,6.4,The Last Stand?
3441,Anand Tucker,6.4,Shopgirl?
2976,Dean Israelite,6.4,Project Almanac?
1633,Peter Segal,6.4,Naked Gun 33 1/3: The Final Insult?
4010,Adam Rapp,6.4,Winter Passing?
209,Carlos Saldanha,6.4,Rio 2?
3045,Norman Jewison,6.4,F.I.S.T.?
4038,Eric Styles,6.4,Dreaming of Joseph Lees?
2229,Jim Field Smith,6.4,She's Out of My League?
1698,Craig Gillespie,6.4,Fright Night?
616,M?ns M?rlind,6.4,Underworld: Awakening?
866,David Fincher,6.4,Alien 3?
569,Judd Apatow,6.4,Funny People?
4861,Emma-Kate Croghan,6.4,Love and Other Catastrophes?
2502,Alexandre Aja,6.4,The Hills Have Eyes?
3000,Anthony Russo,6.4,Welcome to Collinwood?
2331,James Gray,6.4,The Yards?
3002,Vadim Perelman,6.4,The Life Before Her Eyes?
4850,Jack Perez,6.4,Some Guy Who Kills People?
4851,Craig Zobel,6.4,Compliance?
856,Frank Oz,6.4,Bowfinger?
206,Matt Birch,6.4,Harry Potter and the Deathly Hallows: Part I?
862,Stuart Baird,6.4,Executive Decision?
1337,Peter Segal,6.4,Grudge Match?
600,Jonathan Frakes,6.4,Star Trek: Insurrection?
219,Roland Emmerich,6.4,The Day After Tomorrow?
4351,Remo,6.4,ABCD (Any Body Can Dance)?
1347,Yuefeng Song,6.4,Dragon Nest: Warriors' Dawn?
1737,Edward Norton,6.4,Keeping the Faith?
896,Cameron Crowe,6.4,Elizabethtown?
1361,Jeb Stuart,6.4,Switchback?
1587,J.B. Rogers,6.4,American Pie 2?
5032,Ash Baron-Cohen,6.4,Bang?
1360,David Twohy,6.4,Riddick?
3420,Robert Moresco,6.4,10th & Wolf?
2284,Michel Gondry,6.4,Be Kind Rewind?
3102,Stephen Herek,6.4,The Mighty Ducks?
1049,James Mangold,6.4,Kate & Leopold?
2544,Brian Robbins,6.4,Varsity Blues?
888,Steve Antin,6.4,Burlesque?
1047,Jerry Zucker,6.4,Rat Race?
1290,Sofia Coppola,6.4,Marie Antoinette?
3502,Michael Corrente,6.4,Outside Providence?
221,Wolfgang Petersen,6.4,The Perfect Storm?
4986,Bruno Barreto,6.4,Gabriela?
3083,Floyd Mutrux,6.4,There Goes My Baby?
2083,John Pasquin,6.4,The Santa Clause?
886,James Bobin,6.4,Muppets Most Wanted?
192,Phillip Noyce,6.4,Salt?
635,Seth MacFarlane,6.4,Ted 2?
4045,John Gulager,6.4,Feast?
3074,Ray Lawrence,6.4,Jindabyne?
3767,Jon Favreau,6.4,Made?
4344,Michael Polish,6.4,Northfork?
630,Phil Alden Robinson,6.4,The Sum of All Fears?
2957,Jake Schreier,6.4,Paper Towns?
2524,Noel Marshall,6.4,Roar?
1386,Charles Martin Smith,6.4,Dolphin Tale 2?
860,Robert Zemeckis,6.4,Death Becomes Her?
2381,Daniel Barnz,6.4,Won't Back Down?
4569,Rob Letterman,6.4,Goosebumps?
2235,Jessica Bendinger,6.4,Stick It?
5010,Andrew Bujalski,6.4,Funny Ha Ha?
4722,Blaz Zavrsnik,6.4,Julija in alfa Romeo?
1028,Danny DeVito,6.4,Death to Smoochy?
444,Gary Winick,6.4,Charlotte's Web?
2781,Phyllida Lloyd,6.4,The Iron Lady?
1187,Bruce Beresford,6.4,Double Jeopardy?
1238,Nimr¨®d Antal,6.4,Predators?
2378,Anand Tucker,6.4,Leap Year?
38,Sam Raimi,6.4,Oz the Great and Powerful?
447,Peter Segal,6.4,The Longest Yard?
1926,Andy Fickman,6.4,She's the Man?
4734,Kurt Hale,6.4,The Singles Ward?
778,Stuart Baird,6.4,Star Trek: Nemesis?
377,Sydney Pollack,6.4,The Interpreter?
1870,Oliver Stone,6.4,W.?
1983,Jonathan Kaplan,6.4,Brokedown Palace?
106,James Bobin,6.4,Alice Through the Looking Glass?
4671,Tommy Wirkola,6.4,Dead Snow?
1189,Luc Besson,6.4,Lucy?
2626,James Watkins,6.4,The Woman in Black?
3735,Bruce Malmuth,6.4,Nighthawks?
1409,Robert Wise,6.4,Star Trek: The Motion Picture?
2254,Frank Nissen,6.4,Pooh's Heffalump Movie?
1949,Sylvain White,6.4,The Losers?
2391,Nicholas Stoller,6.4,Neighbors?
4646,Ramaa Mosley,6.4,The Brass Teapot?
2634,Robert Rodriguez,6.4,The Faculty?
1221,Burr Steers,6.4,17 Again?
2658,Wayne Wang,6.4,Because of Winn-Dixie?
3594,Walt Becker,6.4,Van Wilder: Party Liaison?
730,Wes Ball,6.4,The Scorch Trials?
1226,Nicholas Stoller,6.4,Get Him to the Greek?
4707,Daniel Myrick,6.4,The Blair Witch Project?
1502,Bille August,6.4,Smilla's Sense of Snow?
399,Wolfgang Petersen,6.4,Air Force One?
1225,John Moore,6.4,Behind Enemy Lines?
116,Peter Berg,6.4,Hancock?
1422,Randall Wallace,6.4,The Man in the Iron Mask?
4594,Ti West,6.4,The House of the Devil?
429,Frank Coraci,6.4,Click?
2390,Ricky Gervais,6.4,The Invention of Lying?
4643,Jamie Babbit,6.4,The Quiet?
3377,Wes Craven,6.4,New Nightmare?
938,Donald Petrie,6.4,How to Lose a Guy in 10 Days?
676,John Milius,6.4,Red Dawn?
3660,Gary Sinyor,6.4,Stiff Upper Lips?
4755,Gareth Edwards,6.4,Monsters?
2156,Tony Scott,6.4,Beverly Hills Cop II?
1541,Jon Turteltaub,6.4,Phenomenon?
87,Mike Mitchell,6.4,Shrek Forever After?
4762,Andrew Niccol,6.4,Good Kill?
2353,Scott Walker,6.4,The Frozen Ground?
3629,Patrick Stettner,6.4,The Business of Strangers?
670,Larry Charles,6.4,The Dictator?
3387,James Ivory,6.4,The City of Your Final Destination?
1198,Ken Kwapis,6.4,He's Just Not That Into You?
489,Lucile Hadzihalilovic,6.4,Evolution?
4900,David G. Evans,6.4,The Grace Card?
669,Mike Newell,6.4,Mona Lisa Smile?
1828,Renny Harlin,6.4,Mindhunters?
1827,Joel Schumacher,6.4,Flawless?
2741,Neil Marshall,6.4,Centurion?
2117,Laurence Dunmore,6.4,The Libertine?
1059,Penny Marshall,6.4,Riding in Cars with Boys?
2337,Kevin Reynolds,6.4,Rapa Nui?
458,Dennis Dugan,6.4,Just Go with It?
2695,Woody Allen,6.4,New York Stories?
1459,Mike Hodges,6.4,Flash Gordon?
2314,Todd Graff,6.4,Bandslam?
4149,Heidi Ewing,6.4,Freakonomics?
3307,Andrew Fleming,6.4,Hamlet 2?
94,Jonathan Mostow,6.4,Terminator 3: Rise of the Machines?
5037,Edward Burns,6.4,Newlyweds?
142,Roland Emmerich,6.4,White House Down?
2737,Hsiao-Hsien Hou,6.4,The Assassin?
292,Tony Scott,6.4,The Taking of Pelham 1 2 3?
1856,James McTeigue,6.4,The Raven?
2674,Peter Atencio,6.4,Keanu?
1016,Luc Besson,6.4,The Messenger: The Story of Joan of Arc?
679,Paul W.S. Anderson,6.4,Death Race?
3067,John Turturro,6.3,Romance & Cigarettes?
763,Jean-Pierre Jeunet,6.3,Alien: Resurrection?
2380,Michael Dowse,6.3,Take Me Home Tonight?
846,Shawn Levy,6.3,Date Night?
4354,John Laing,6.3,Abandoned?
4185,Don Taylor,6.3,Escape from the Planet of the Apes?
3747,Steve Carver,6.3,Lone Wolf McQuade?
1479,Richard Loncraine,6.3,Wimbledon?
1064,P.J. Hogan,6.3,My Best Friend's Wedding?
153,Robert Zemeckis,6.3,Beowulf?
1634,John Glen,6.3,A View to a Kill?
779,Joel Coen,6.3,Intolerable Cruelty?
859,Andrey Konchalovskiy,6.3,Tango & Cash?
85,Carl Rinsch,6.3,47 Ronin?
607,Oliver Stone,6.3,Wall Street: Money Never Sleeps?
2244,Shana Feste,6.3,Endless Love?
608,Gary Shore,6.3,Dracula Untold?
609,Edward Zwick,6.3,The Siege?
4383,Mark Illsley,6.3,"Happy, Texas?"
4382,Steven R. Monroe,6.3,I Spit on Your Grave?
2073,Jon Cassar,6.3,Forsaken?
4364,Vera Farmiga,6.3,Higher Ground?
4378,David Hunt,6.3,Living Dark: The Story of Ted the Caver?
2481,Xavier Gens,6.3,Hitman?
4982,Daniel Schechter,6.3,Supporting Characters?
110,Michael Apted,6.3,The Chronicles of Narnia: The Voyage of the Dawn Treader?
1467,Tommy O'Haver,6.3,Ella Enchanted?
618,Gregory Hoblit,6.3,Hart's War?
5041,Daniel Hsia,6.3,Shanghai Calling?
3049,Brendan Malloy,6.3,Out Cold?
3450,Michael Winterbottom,6.3,Code 46?
3762,Guy Hamilton,6.3,Force 10 from Navarone?
3783,Fenton Bailey,6.3,Party Monster?
1572,Nanette Burstein,6.3,Going the Distance?
2136,Brian Robbins,6.3,Hardball?
3208,Rakesh Roshan,6.3,Krrish?
1580,Frank Marshall,6.3,Arachnophobia?
2413,Francis Ford Coppola,6.3,Peggy Sue Got Married?
710,Jay Roach,6.3,Meet the Fockers?
707,Josh Gordon,6.3,Blades of Glory?
1106,Curtis Hanson,6.3,The River Wild?
1098,Ron Shelton,6.3,Tin Cup?
1527,Jeremy Degruson,6.3,Thunder and the House of Magic?
1577,Lewis Gilbert,6.3,Moonraker?
1574,Ariel Vromen,6.3,Criminal?
3201,Noah Baumbach,6.3,While We're Young?
2131,Woody Allen,6.3,To Rome with Love?
718,Simon West,6.3,The General's Daughter?
696,David Bowers,6.3,Astro Boy?
823,Shawn Levy,6.3,The Internship?
1380,Les Mayfield,6.3,Blue Streak?
2122,Rowan Joffe,6.3,Before I Go to Sleep?
2336,Andrew Jarecki,6.3,All Good Things?
1563,Miguel Sapochnik,6.3,Repo Men?
3386,Troy Duffy,6.3,The Boondock Saints II: All Saints Day?
674,McG,6.3,This Means War?
1103,Russell Mulcahy,6.3,Resident Evil: Extinction?
3173,Miguel Arteta,6.3,Cedar Rapids?
5034,Neill Dela Llana,6.3,Cavite?
1559,Louis Leterrier,6.3,Transporter 2?
4243,Patricia Cardoso,6.3,Lies in Plain Sight?
3414,David Leland,6.3,The Land Girls?
2383,Robert Altman,6.3,Kansas City?
1418,Frank Oz,6.3,In & Out?
844,Jesse Dylan,6.3,American Wedding?
4930,Gary Winick,6.3,Tadpole?
5040,Benjamin Roberds,6.3,A Plague So Pleasant?
754,John Woo,6.3,Paycheck?
753,Michael Caton-Jones,6.3,The Jackal?
2472,Jon Cassar,6.3,Forsaken?
1618,David Frankel,6.3,Hope Springs?
1424,Kevin Munroe,6.3,TMNT?
3082,L¨¦a Pool,6.3,The Blue Butterfly?
1036,Renny Harlin,6.3,The Adventures of Ford Fairlane?
3249,Paul Schrader,6.3,Adam Resurrected?
1421,Tarsem Singh,6.3,The Cell?
4873,Hilary Brougher,6.3,The Sticky Fingers of Time?
830,Brett Ratner,6.3,After the Sunset?
4330,James Cox,6.3,Highway?
4211,Danny Perez,6.3,Antibirth?
3164,Peter Berg,6.3,Very Bad Things?
2188,Jun Falkenstein,6.3,The Tigger Movie?
1413,Judd Apatow,6.3,Trainwreck?
2400,Thomas Bezucha,6.3,The Family Stone?
3228,Stuart Gordon,6.3,Edmond?
1597,Steve Oedekerk,6.3,Ace Ventura: When Nature Calls?
1503,Brian De Palma,6.3,Femme Fatale?
4919,Rania Attieh,6.3,H.?
3113,John Erick Dowdle,6.3,Devil?
4106,David Nixon,6.3,Letters to God?
2678,Roger Donaldson,6.3,The November Man?
488,Tim Burton,6.3,Mars Attacks!?
2491,Jay Chandrasekhar,6.3,Beerfest?
1162,Carl Franklin,6.3,High Crimes?
3942,Kevin Allen,6.3,The Big Tease?
2812,Alain Resnais,6.3,Wild Grass?
3945,Barry Levinson,6.3,An Everlasting Piece?
2831,Jonathan Glazer,6.3,Under the Skin?
934,Adam McKay,6.3,Anchorman 2: The Legend Continues?
53,Michael Bay,6.3,Transformers: Dark of the Moon?
4987,Lena Dunham,6.3,Tiny Furniture?
1826,Ronny Yu,6.3,Formula 51?
3555,Rachel Perkins,6.3,Bran Nue Dae?
1074,Olivier Megaton,6.3,Taken 2?
3955,Julian Gilbey,6.3,A Lonely Place to Die?
3956,Vincenzo Natali,6.3,Nothing?
2201,Anton Corbijn,6.3,The American?
